"location","source","target","id","developer_comments"
"01a_04600.bin.json:202","04600:202","我一边教那个孩子拉弓的方法，一边谈论工具。弓道手套、随意等——","04600:202","爱丽丝

我一边教那个孩子拉弓的方法，一边谈论工具。弓道手套、随意等——

我一边教那个孩子拉弓的方法，一边讲了有关工具的事。扭曲、任性之类的——"
"01a_04600.bin.json:204","04600:204","那就是……你说怎么了？","04600:204","宝珠

那就是……你说怎么了？

那个……你说怎么了？"
"01a_04600.bin.json:207","04600:207","那个孩子很困惑，对于我们弓道部员来说是理所当然的，但是他不知道胜手这个词的意思。","04600:207","爱丽丝

那个孩子很困惑，我们弓道部员是理所当然的，但是不知道随便这个词的意思。

那孩子很困惑，我们弓道部的成员当然不懂“任性”这个词的意思。"
"01a_04600.bin.json:209","04600:209","所谓的胜手就是右手。胜手是用来取出弓箭的手……从割的手转变过来，被称为胜手的东西。","04600:209","爱丽丝

所谓的自由是指右手。擅自取出箭的手……从割的手转变过来，被称为随意的东西。

随便指的是右手边。擅自是取出箭的手……从收割的手演变而来，被称为“任性”。"
"01a_04600.bin.json:211","04600:211","看着她愁眉苦脸的样子，她说这让她注意到了。","04600:211","
看着她愁眉苦脸的样子，她说这让她注意到了。

她看着眉根模糊的样子，说是让我注意到了。"
"01a_04600.bin.json:212","04600:212","学生会顾问的教师那天有急事。那是社团顾问戏剧部的事。","04600:212","爱丽丝

学生会顾问的教师那天有急事。那是社团顾问戏剧部的事。

学生会顾问老师那天有急事。那是做社团顾问的戏剧部的事。"
"01a_04600.bin.json:214","04600:214","如果不能直接说的话，就和书信一起写了呼叫信。我确实把信放在宝珠前辈的桌子上了。是的——那是那封“恶作剧的信”。","04600:214","爱丽丝

如果不能直接说的话，就和书信一起写了呼叫信。我确实把信放在宝珠前辈的桌子上了。是的——那是那封“恶作剧的信”。

如果不能直接说的话，就和书信一起写了传唤信。我确实把信放在宝珠前辈的桌上。没错——就是那封“恶作剧信”。"
"01a_04600.bin.json:217","04600:217","——啊，是啊，是啊。","04600:217","宝珠

——啊，是啊，是啊。

——啊，对，是这样啊。"
"01a_04600.bin.json:219","04600:219","我的话里，似乎能听到她的思考使旋转数一级上升的声音。","04600:219","
我的话里，似乎能听到她的思考使旋转数一级上升的声音。

听了我的话，她似乎听到了思考速度更上一层楼的声音。"
"01a_04600.bin.json:220","04600:220","她在解决的几个现场看到的情景。察觉到一切并理解了的宝珠前辈一边大大地吐气，一边再次说是这样。","04600:220","
她在解决的几个现场看到的情景。察觉到一切并理解了的宝珠前辈一边大大地吐气，一边再次说是这样。

在她解决的几个现场看到的情景。宝珠前辈明白了一切，深深地叹了口气，再次说出“原来是这样啊”。"
"01a_04600.bin.json:221","04600:221","是的。那封恶作剧的信中——","04600:221","爱丽丝

是的。那封恶作剧的信中——

是那封恶作剧的信里——"
"01a_04600.bin.json:223","04600:223","“对不起，现在摔倒了，手不够，希望你能来地学准备室。如果不到４点的话，就会结束偏差，所以要严格遵守时间”。","04600:223","爱丽丝

“对不起，现在摔倒了，手不够，希望你能来地学准备室。如果不到４点的话，就会结束偏差，所以要严格遵守时间”。

“很抱歉，现在正在杀人，人手不够，请到地学准备室来。４点之前不来的话就结束了，请严格遵守时间”。"
"01a_04600.bin.json:226","04600:226","嗯……","04600:226","宝珠

嗯……

嗯……"
"01a_04600.bin.json:228","04600:228","演剧人有在舞台上使用的独特的措辞“符号”。就像弓道所说的“胜手”一样。","04600:228","爱丽丝

戏剧人有在舞台上使用的独特的表达方式“符号”。就像弓道所说的“随意”一样。

演剧人有在舞台上使用的独特的措辞“符号”。就像弓道所说的“任性”一样。"
"01a_04600.bin.json:230","04600:230","在舞台用语中，“杀”是固定物品的意思，“散”是在整理舞台布景时使用的。","04600:230","爱丽丝

在舞台用语中，“杀”是固定物品的意思，“散”是在整理舞台布景时使用的。

而且，舞台用语中“滚动”是固定物品的意思，“分散”是在整理舞台布景时使用的。"
"01a_04600.bin.json:232","04600:232","在那里放了一会儿。","04600:232","
在那里放了一会儿。

在那里停顿了一下。"
"01a_04600.bin.json:233","04600:233","也就是说——我认为这是恶作剧的信，是因为“因为在舞台上固定布景的工作人手不够，所以读了这封信后希望能来到地学准备室。","04600:233","爱丽丝

也就是说——我认为这是恶作剧的信，是因为“因为在舞台上固定布景的工作人手不够，所以读了这封信后希望能来到地学准备室。

也就是说——原以为是恶作剧的信，“因为要在舞台上固定布景，人手不够，希望你读了这封信后到地学准备室来。"
"01a_04600.bin.json:235","04600:235","４点之前会整理好舞台的布景，请严守时间”。","04600:235","爱丽丝

４点之前会整理好舞台的布景，请严守时间”。

４点之前会整理好舞台的布景，请严格遵守时间。”"
"01a_04600.bin.json:238","04600:238","一言不发。我说，可能是因为太着急了，养成了成为话剧社社员的习惯吧。","04600:238","
一言不发。我说，可能是因为太着急了，养成了成为话剧社社员的习惯吧。

沉默着什么也不说。我说，可能是有急着就成为戏剧部部的部员的习惯吧。"
"01a_04600.bin.json:239","04600:239","去了学生会，向董事和顾问教师说了刚才的话，并没有从舞台用语中传达出意图。","04600:239","爱丽丝

去了学生会，向董事和顾问教师说了刚才的话，并没有从舞台用语中传达出意图。

我去了学生会，对董事和顾问老师说了刚才的事情，说了舞台用语没有传达意图的事。"
"01a_04600.bin.json:241","04600:241","佐和良义宝珠并没有无视通知，而是觉得是恶作剧。因为这样申请，顾问教师和学生会的干部都理解了并不是故意无视传唤。","04600:241","爱丽丝

佐和良义宝珠并没有无视通知，而是觉得是恶作剧。因为这样申请，顾问教师和学生会的干部都理解了并不是故意无视传唤。

佐和良义宝珠并没有无视通知，而是认为这是恶作剧。经过这样的汇报，顾问教师和学生会干部们都理解了我并不是故意无视召唤。"
"01a_04600.bin.json:243","04600:243","那么，茶道部就不会关门了……","04600:243","宝珠

那么，茶道部就不会关门了……

那么，茶道部就不会关闭了……"
"01a_04600.bin.json:245","04600:245","是所有的不足之处都已经纠正，之后由部长宝珠前辈重新申请就没有问题了。","04600:245","爱丽丝

是所有的不足之处都已经纠正，之后由部长宝珠前辈重新申请就没有问题了。

是的。所有的缺陷都是正确的，之后部长宝珠前辈如果能重新申请就没问题了。"
"01a_04600.bin.json:247","04600:247","听到我说问题解决了，她皱眉不语。","04600:247","
听到我说问题解决了，她皱眉不语。

听到我说问题已经解决了，她皱起眉头沉默了。"
"01a_04600.bin.json:248","04600:248","——漫长的沉默横亘着。","04600:248","
——漫长的沉默横亘着。

——长时间的沉默横躺着。"
"01a_04600.bin.json:249","04600:249","静寂像果冻一样充满了两个人之间，耳朵开始安静地演奏出小小的羽毛的声音。","04600:249","
静寂像果冻一样充满了两个人之间，耳朵开始安静地演奏出小小的羽毛的声音。

寂静像果冻一样充斥在两人之间，耳朵在寂静中开始弹奏小飞虫的声音。"
"01a_04600.bin.json:250","04600:250","和，","04600:250","
和，

单击功能区上"
"01a_04600.bin.json:252","04600:252","我不想继续茶道部。","04600:252","宝珠

我不想继续茶道部。

我不想继续参加茶道社。"
"01a_04600.bin.json:254","04600:254","是啊，我拼命地告诉她。","04600:254","
是啊，我拼命地告诉她。

是的，我告诉你要挤出来。"
"01a_04600.bin.json:255","04600:255","那是……是因为你家里的事吗？","04600:255","爱丽丝

那是……是因为你家里的事吗？

那是因为……是因为家里发生了事情吗？"
"01a_04600.bin.json:259","04600:259","出现了以前听过的宝珠前辈以外的后继者。还有——在和我说话的小时候的发布会上，和以共感看到的事情有关系吧。","04600:259","爱丽丝

出现了以前听过的宝珠前辈以外的后继者。还有——在和我说话的小时候的发布会上，和以共感看到的事情有关系吧。

除了之前说过的宝珠前辈之外，出现了其他继承人。还有——跟你告诉我的小时候的发布会上，用联觉看到的事情有关吧。"
"01a_04600.bin.json:261","04600:261","……[#]是的。是啊。母亲那天否定了我。从那天开始，我一直在茶道的角落里说：“被母亲否定的我可以成为后继者吗？”。","04600:261","宝珠

……[#]是的。是啊。母亲那天否定了我。从那天开始，我一直在茶道的角落里说：“被母亲否定的我可以成为后继者吗？”

……[#]嗯。是啊。母亲那天否定了我。从那天开始，我一边坚持茶道，一边一直在心里的某个角落想：“被母亲否定的我能成为继承人吗？”"
"01a_04600.bin.json:263","04600:263","但是，她毫无生气地继续说。","04600:263","
但是，她毫无生气地继续说。

但是，没有生气地继续着。"
"01a_04600.bin.json:265","04600:265","上周，旁支的名代表询问了我以外的继承人如何。母亲呢……我没有拒绝。让我考虑考虑。我……","04600:265","宝珠

上周，旁支的名代表询问了我以外的继承人如何。母亲呢……我没有拒绝。让我考虑考虑。我……

上周，从分家的名代开始，我以外的后继者有没有？母亲……没有拒绝啊。让我考虑一下。我……"
"01a_04600.bin.json:267","04600:267","据说是为了和有迷茫的我改变而被分家说服的。","04600:267","
据说是为了和有迷茫的我改变而被分家说服的。

旁支劝说她改变犹豫不决的我。"
"01a_04600.bin.json:268","04600:268","迷惑？","04600:268","
迷惑？

迷茫？"
"01a_04600.bin.json:269","04600:269","那是……奇怪！","04600:269","爱丽丝

那是……奇怪！

那是因为……很奇怪！"
"01a_04600.bin.json:271","04600:271","呃……","04600:271","宝珠

呃……

啊……"
"01a_04600.bin.json:273","04600:273","没有什么迷茫的！宝珠前辈在点茶道、喝茶的时候好像很开心！正因为如此，我才憧憬着小明——","04600:273","爱丽丝

没有什么迷茫的！宝珠前辈在点茶道、喝茶的时候好像很开心！正因为如此，我才憧憬着小明——

哪里会有迷惘！宝珠前辈在茶道、点茶的时候看起来非常愉快！所以小明才会这么憧憬，我也是——"
"01a_04600.bin.json:275","04600:275","我……愉快？","04600:275","宝珠

我……愉快？

我……愉快吗？"
"01a_04600.bin.json:277","04600:277","第一次用没有问号抑扬顿挫的语气，向我呼吁，询问。我对她说希望她用那双眼睛看。用有共感的朱眼。","04600:277","
第一次用没有问号抑扬顿挫的语气，向我呼吁，询问。我对她说希望她用那双眼睛看。用有共感的朱眼。

她第一次用没有抑扬顿挫的问号语气问我。我希望她用那样的眼睛看着我。带着共感，朱红色的眼睛。"
"01a_04600.bin.json:278","04600:278","那是……","04600:278","宝珠

那是……

那是因为……"
"01a_04600.bin.json:280","04600:280","我想让你知道我的心情是真的！","04600:280","爱丽丝

我想让你知道我的心情是真的！

我希望你知道我的心情是真的！"
"01a_04600.bin.json:283","04600:283","即使犹豫困惑，也要用和服袖子遮住脸——……","04600:283","
即使犹豫困惑，也要用和服袖子遮住脸——……

虽然踌躇困惑，但还是用和服袖子遮住了脸——……"
"01a_04600.bin.json:285","04600:285","佐和良义宝珠晒了朱的眼睛。","04600:285","
佐和良义宝珠晒了朱的眼睛。

佐和良义宝珠露出红眼睛。"
"01a_04600.bin.json:287","04600:287","最初是为了消除被小明冤枉而来的。从那时开始就觉得她是个很棒的人，是一个能成为父母帮助我的优秀的人！","04600:287","爱丽丝

最初是为了消除被小明冤枉而来的。从那时开始就觉得她是个很棒的人，是一个能成为父母帮助我的优秀的人！

起初是为了洗清小明的冤案而来的。从那时起我就觉得她是个很棒的人，是个会像亲人一样帮助我的很棒的人！"
"01a_04600.bin.json:290","04600:290","是吗……是吗？","04600:290","宝珠

是吗……是吗？

是的……是吗。"
"01a_04600.bin.json:293","04600:293","木野同学的时候也得到了帮助！帮我消除了误会……宝珠前辈真的是我不可或缺的天使！","04600:293","爱丽丝

木野同学的时候也得到了帮助！帮我消除了误会……宝珠前辈真的是我不可或缺的天使！

木野同学的时候也得到了帮助！解开了误会……宝珠前辈真的是我不可缺少的天使！"
"01a_04600.bin.json:296","04600:296","朱的眼睛里可能反映出我不虚伪的心情吧，没有生气的表情一点点地变成了颜色。","04600:296","
朱的眼睛里可能反映出我不虚伪的心情吧，没有生气的表情一点点地变成了颜色。

朱红色的眼睛里映出了我毫不掩饰的心情，原本毫无生气的表情渐渐有了颜色。"
"01a_04600.bin.json:298","04600:298","马拉松比赛的时候，她也给了我津贴，那个时候……嗯，不是那个时候，是在教室里……","04600:298","爱丽丝

马拉松比赛的时候，她也给了我津贴，那个时候……嗯，不是那个时候，是在教室里……

马拉松大会的时候也得到了补贴，那个时候……嗯，不是那个时候，而是在教室里……"
"01a_04600.bin.json:300","04600:300","想起向睡着的宝珠前辈告白的事，害羞地闭上了嘴。","04600:300","
想起向睡着的宝珠前辈告白的事，害羞地闭上了嘴。

我想起自己向躺在床上的宝珠前辈表白，羞愧得闭上了嘴。"
"01a_04600.bin.json:302","04600:302","啊……","04600:302","宝珠

啊……

啊……"
"01a_04600.bin.json:304","04600:304","也许是看到了想要隐藏的心情，表情有点阴沉。虽然不喜欢让宝珠前辈露出那样的脸……现在更确信了。","04600:304","
也许是看到了想要隐藏的心情，表情有点阴沉。虽然不喜欢让宝珠前辈露出那样的脸……现在更确信了。

也许是看出了她想要隐藏的心情，她的表情有些阴沉。虽然不想让宝珠前辈露出这样的表情……现在更加确信了。"
"01a_04600.bin.json:305","04600:305","宝珠前辈，如果你不相信妈妈，不被期待的话，那就离开吧？","04600:305","爱丽丝

宝珠前辈，如果你不相信妈妈，不被期待的话，那就离开吧？

宝珠前辈不相信妈妈，如果不被期待的话，那就想挺身而出吧？"
"01a_04600.bin.json:308","04600:308","而且如果要抽身的话，也想离开茶道……所以，关闭茶道部的心情是不会变的。","04600:308","爱丽丝

而且如果要抽身的话，也想离开茶道……所以，关闭茶道部的心情是不会变的。

如果要抽身的话，也想离开茶道……所以关闭茶道部的想法不会变。"
"01a_04600.bin.json:311","04600:311","……[#]是啊。我觉得学生会的劝告也是正好的机会。","04600:311","宝珠

……[#]是啊。我觉得学生会的劝告也是正好的机会。

……[#]是啊。学生会的劝告也正好是个好机会。"
"01a_04600.bin.json:313","04600:313","那么，我继续。","04600:313","
那么，我继续。

“那……”我继续说。"
"01a_04600.bin.json:315","04600:315","如果是那样的话，宝珠前辈的想法是错误的。既不关茶道部，也不会从继承人那里退出来。","04600:315","爱丽丝

如果是那样的话，宝珠前辈的想法是错误的。既不关茶道部，也不会从继承人那里退出来。

如果是这样的话，宝珠前辈的想法就错了。茶道部不会关门，也不会退出后继者。"
"01a_04600.bin.json:317","04600:317","诶……？","04600:317","宝珠

诶……？

呃……？"
"01a_04600.bin.json:319","04600:319","那个时候——","04600:319","爱丽丝

那个时候——

那个时候——"
"01a_04600.bin.json:322","04600:322","在披露仪式上，年幼的佐和良义宝珠看到的共感的真实。","04600:322","
在披露仪式上，年幼的佐和良义宝珠看到的共感的真实。

披露仪式上，年幼的佐和良义宝珠看到的联觉真相。"
"01a_04600.bin.json:324","04600:324","[b]“……要是还不中用，还挺可爱的。”[k]","04600:324","
[b]“……要是还不中用，还挺可爱的。”[k]

[b]“……如果还笨拙的话会很可爱”[k]"
"01a_04600.bin.json:326","04600:326","[b]“正因为有了口才才才可怜啊……”[k]","04600:326","
[b]“正因为有了口才才才可怜啊……”[k]

[b]“有这样的才能，真是可怜啊……”[k]"
"01a_04600.bin.json:327","04600:327","那些嘲笑的颜色是正确的吧。","04600:327","
那些嘲笑的颜色是正确的吧。

那些嘲笑的颜色是正确的吧。"
"01a_04600.bin.json:328","04600:328","但是，","04600:328","
但是

但是，"
"01a_04600.bin.json:329","04600:329","“要是没有那样的眼睛就好了”。","04600:329","爱丽丝

“要是没有那样的眼睛就好了”。

“要是没有那样的眼睛就好了。”"
"01a_04600.bin.json:332","04600:332","……[#]别这样。","04600:332","宝珠

……[#]别这样。

……[#]住手。"
"01a_04600.bin.json:334","04600:334","确实，宝珠前辈的母亲可能是这么说的。但是，","04600:334","爱丽丝

确实，宝珠前辈的母亲可能是这么说的。但是

宝珠前辈的母亲或许确实这么说过。但是，"
"01a_04600.bin.json:337","04600:337","……[#]确实，","04600:337","宝珠

……[#]确实

……[#]确实，"
"01a_04600.bin.json:339","04600:339","就像在我头的斜上方，窥视远方的阴影一样，","04600:339","
就像在我头的斜上方，窥视远方的阴影一样，

她从我头顶的斜上方窥视远处的阴影。"
"01a_04600.bin.json:340","04600:340","确实，母亲这样告诉了她。声音的颜色是红色。愤怒和憎恨的颜色……给失败的我上色的不虚伪的颜色……","04600:340","宝珠

确实，母亲这样告诉了她。声音的颜色是红色。愤怒和憎恨的颜色……给失败的我上色的不虚伪的颜色……

的确，母亲是这么说的。声音是红色的。是愤怒和憎恨的颜色……给失败的我涂上了不可伪造的颜色……"
"01a_04600.bin.json:342","04600:342","像是从肺里挤出来似的告诉她。我看着垂头丧气的她，说那不是。","04600:342","
像是从肺里挤出来似的告诉她。我看着垂头丧气的她，说那不是。

告诉她从肺里挤出。我看到垂着项圈的她，说那是不对的。"
"01a_04600.bin.json:343","04600:343","不是的……？说什么呢——","04600:343","宝珠

不是的……？说什么呢——

不是……？什么？"
"01a_04600.bin.json:346","04600:346","这也和刚才说的恶作剧信一样。真实却又不真实。","04600:346","爱丽丝

这也和刚才说的恶作剧信一样。真实却又不真实。

这也和刚才说的恶作剧信一样。虽然是真实的，但不是真实的。"
"01a_04600.bin.json:348","04600:348","我凝视着朱红色的眼睛，全身心地传达着。","04600:348","
我凝视着朱红色的眼睛，全身心地传达着。

我仔细地凝视着朱的眼睛，全心全意地传达给你。"
"01a_04600.bin.json:349","04600:349","宝珠前辈的母亲的话没有谎言。那是真的。","04600:349","爱丽丝

宝珠前辈的母亲的话没有谎言。那是真的。

宝珠前辈的母亲没有说谎。这是真的。"
"01a_04600.bin.json:352","04600:352","那么——！","04600:352","宝珠

那么——！

那么——！"
"01a_04600.bin.json:354","04600:354","不，“要是没有那样的眼睛就好了”。","04600:354","爱丽丝

不，“要是没有那样的眼睛就好了”。

不，“要是没有那样的眼睛就好了。”"
"01a_04600.bin.json:356","04600:356","对着你说的话，我低着头捂着耳朵。我抓住她的手硬着眼睛和眼睛对视。摇曳的眼睛和没有摇曳的眼睛。","04600:356","
对着你说的话，我低着头捂着耳朵。我抓住她的手硬着眼睛和眼睛对视。摇曳的眼睛和没有摇曳的眼睛。

她低下头，堵住了耳朵。我抓住她的手，勉强与她对视。摇晃的瞳孔和不摇晃的瞳孔。"
"01a_04600.bin.json:358","04600:358","这句话不是针对宝珠前辈的话。这句充满愤怒的话是“告诉了对自己女儿说了无心话的人的话”。","04600:358","爱丽丝

这句话不是针对宝珠前辈的话。这句充满愤怒的话是“告诉了对自己女儿说了无心话的人的话”。

这句话不是对宝珠前辈说的。这句充满愤怒的话，是“对那些对自己的女儿说了无心之言的人说的话”。"
"01a_04600.bin.json:360","04600:360","如果对谴责女儿红眼的她们，用那样的节孔一样的眼睛的话——“要是没有那样的眼睛就好了”。","04600:360","爱丽丝

如果对谴责女儿红眼的她们，用那样的节孔一样的眼睛的话——“要是没有那样的眼睛就好了”。

当她们指责女儿红红的眼睛时，她说：“要是她的眼睛像个小洞，那就好了。”"
"01a_04600.bin.json:363","04600:363","摇曳的朱红色的眼睛渐渐定下来，嘟囔着这是谎言。","04600:363","
摇曳的朱红色的眼睛渐渐定下来，嘟囔着这是谎言。

她摇晃的朱红眼珠渐渐定睛，喃喃道：“骗人的。”"
"01a_04600.bin.json:365","04600:365","因为，在我的眼里——","04600:365","宝珠

因为，在我的眼里——

因为，在我眼里——"
"01a_04600.bin.json:367","04600:367","是表示愤怒的“红色”吧？那是理所当然的，因为我对女儿的谩骂很生气。","04600:367","爱丽丝

是表示愤怒的“红色”吧？那是理所当然的，因为我对女儿的谩骂很生气。

是表示愤怒的“红色”吧？那是当然的，因为她对女儿的粗话很生气。"
"01a_04600.bin.json:370","04600:370","……[#]我，我……你误会了吗……？","04600:370","宝珠

……[#]我，我……你误会了吗……？

……[#]我，我……我误会了……？"
"01a_04600.bin.json:372","04600:372","是的。","04600:372","爱丽丝

是的。

是"
"01a_04600.bin.json:374","04600:374","我……从那天开始避开母亲……","04600:374","宝珠

我……从那天开始避开母亲……

我……从那天起，我就一直躲着母亲……"
"01a_04600.bin.json:376","04600:376","两个人都有出入。佐和良义流的继承人的话也是因为我在考虑让有着痛苦回忆的女儿再背负重担了吗？","04600:376","爱丽丝

两个人都有出入。佐和良义流的继承人的话也是因为我在考虑让有着痛苦回忆的女儿再背负重担了吗？

两个人都走错了。关于佐和良义流继承人的话题，她也在考虑是否要让痛苦不堪的女儿继续背负重担——"
"01a_04600.bin.json:379","04600:379","“为什么？”她嘀咕道。为什么会这么清楚呢？","04600:379","
“为什么？”她嘀咕道。为什么会这么清楚呢？

为什么呢？为什么那么明白呢？"
"01a_04600.bin.json:381","04600:381","虽然我没有宝珠前辈那样有联觉的眼睛……我一直在看，所以知道。因为点茶的你看起来很愉快，很凛然，却又有些寂寞。","04600:381","爱丽丝

虽然我没有宝珠前辈那样有联觉的眼睛……我一直在看，所以知道。因为点茶的你看起来很愉快，很凛然，却又有些寂寞。

虽然没有像宝珠前辈那样共感的眼睛……一直在看所以知道。因为点茶的你看起来很开心，凛然，总觉得有点寂寞。"
"01a_04600.bin.json:383","04600:383","爱丽丝……","04600:383","宝珠

爱丽丝……

爱丽丝……"
"01a_04600.bin.json:387","04600:387","我看到那渗出的红眼，忍不住抱住了宝珠前辈。肩膀很细，纤细的身体……就像是联想到年幼的她一样。","04600:387","
我看到那渗出的红眼，忍不住抱住了宝珠前辈。肩膀很细，纤细的身体……就像是联想到年幼的她一样。

我看到宝珠前辈渗出的红色眼眸，忍不住抱住了她。肩膀纤细，身体纤细……就像联想到年幼的她一样。"
"01a_04600.bin.json:388","04600:388","我……一直……怎么向母亲道歉才好呢……","04600:388","宝珠

我……一直……怎么向母亲道歉才好呢……

我……一直……怎么向母亲道歉才好呢……"
"01a_04600.bin.json:390","04600:390","如果我告诉她我误会了——她一定会笑着原谅我。","04600:390","爱丽丝

如果我告诉她我误会了——她一定会笑着原谅我。

如果说误会了——一定会笑着原谅我的。"
"01a_04600.bin.json:392","04600:392","但是……","04600:392","宝珠

但是……

但是……"
"01a_04600.bin.json:395","04600:395","脑海中突然浮现出关系好时家人的形象。带姐姐出去的父亲。","04600:395","
脑海中突然浮现出关系好时家人的形象。带姐姐出去的父亲。

我的脑海里突然浮现出和睦相处时的家庭形象。带着姐姐出走的父亲。"
"01a_04600.bin.json:396","04600:396","像我一样，","04600:396","
像我一样，

像我一样，"
"01a_04600.bin.json:397","04600:397","没错。像我一样——","04600:397","
没错。像我一样——

没错。像我一样——"
"01a_04600.bin.json:399","04600:399","——没有放弃的事。妈妈好好地看着一直努力着。不可能有讨厌孩子的父母。","04600:399","爱丽丝

——没有放弃的事。妈妈好好地看着一直努力着。不可能有讨厌孩子的父母。

——没有什么可放弃的。你一直在努力，妈妈会看到的。没有讨厌孩子的父母。"
"01a_04600.bin.json:402","04600:402","爱丽丝……！","04600:402","宝珠

爱丽丝……！

爱丽丝……！"
"01a_04600.bin.json:404","04600:404","泪水从渗出的瞳孔中滑落，顺着脸颊流了下来。","04600:404","
泪水从渗出的瞳孔中滑落，顺着脸颊流了下来。

泪水从渗出的眼睛中流出，顺着脸颊流下。"
"01a_04600.bin.json:405","04600:405","在夕阳的映照下，她的眼泪是那么美丽，就像被发自内心地原谅了的印记。","04600:405","
在夕阳的映照下，她的眼泪是那么美丽，就像被发自内心地原谅了的印记。

在夕阳映照下的泪水是美丽的，从心底被原谅，让人觉得是被羁绊的印记。"
"01a_04600.bin.json:406","04600:406","我把脸颊贴在她身上，为了用自己的温暖治愈重要的人而继续拥抱着。","04600:406","
我把脸颊贴在她身上，为了用自己的温暖治愈重要的人而继续拥抱着。

我把脸靠在激动哭泣的她身上，用自己的温暖不断地拥抱着重要的人。"
"01a_04600.bin.json:407","04600:407","小小的抽泣声，不是负面的感情，而是夹杂着喜悦的感觉。","04600:407","
小小的抽泣声，不是负面的感情，而是夹杂着喜悦的感觉。

啜泣声中夹杂着喜悦，而非负面情绪。"
"01a_04600.bin.json:408","04600:408","佐和良义宝珠的眼泪，如同降在天干的慈雨一样，也充满了我的心。","04600:408","
佐和良义宝珠的眼泪，如同降在天干的慈雨一样，也充满了我的心。

佐和良义宝珠的眼泪，就像天降的慈雨，充盈着我的心。"
"01a_04600.bin.json:409","04600:409","那就像是在那教室里，那是一个毫无防备的样子，被沉睡的染成了红色的教室里。","04600:409","
那就像是在那教室里，那是一个毫无防备的样子，被沉睡的染成了红色的教室里。

就像被染成暗红色的教室里，以毫无防备的姿态沉睡着一样。"
"01a_04600.bin.json:410","04600:410","……[#]我必须再向你传达一个。","04600:410","爱丽丝

……[#]我必须再向你传达一个。

……[#]我还有一件事必须告诉你。"
"01a_04600.bin.json:413","04600:413","我向睡着的你告白了。和对小明抱有的心情也不一样。不仅仅是友情和尊敬，还有更不同的心情——","04600:413","爱丽丝

我向睡着的你告白了。和对小明抱有的心情也不一样。不仅仅是友情和尊敬，还有更不同的心情——

我向睡着的你告白了。和对小明抱着的心情也不一样。不仅仅是友情和尊敬，心情也会变得更不一样。"
"01a_04600.bin.json:417","04600:417","我……我喜欢佐和良义宝珠。很深。心都快裂开了……！","04600:417","爱丽丝

我……我喜欢佐和良义宝珠。很深。心都快裂开了……！

我……我喜欢佐和良义宝珠。非常深。心都要裂开了……！"
"01a_04600.bin.json:419","04600:419","一边喉咙一边感到胸口破裂一边传达。她……","04600:419","
一边喉咙一边感到胸口破裂一边传达。她……

我抓着她的喉咙，胸口都快炸裂了。她是——……"
"01a_04600.bin.json:421","04600:421","————是的。我也是。当我意识到的时候，我一直看着你。","04600:421","宝珠

————是的。我也是。当我意识到的时候，我一直看着你。

——是的。我也是。回过神来一直只看你。"
"01a_04600.bin.json:423","04600:423","她用朱红的美瞳凝视着我，淡淡的，不，像一朵大朵的花一样笑了。","04600:423","
她用朱红的美瞳凝视着我，淡淡的，不，像一朵大朵的花一样笑了。

用朱红美丽的眼睛凝视着，淡淡的，不，微笑着像大朵的花一样笑着。"
"01a_04600.bin.json:424","04600:424","——宝珠。","04600:424","爱丽丝

——宝珠。

——宝珠。"
"01a_04600.bin.json:427","04600:427","叫来名字，向额头上加上了嘴。","04600:427","
叫来名字，向额头上加上了嘴。

叫着她的名字，亲吻她的额头。"
"01a_04600.bin.json:429","04600:429","在那一瞬间——神田爱丽丝周围所有的声音都消失了。","04600:429","
在那一瞬间——神田爱丽丝周围所有的声音都消失了。

在那一瞬间——神田爱丽丝周围所有的声音都消失了。"
"01a_04600.bin.json:430","04600:430","时间停止，那里存在的只有我和她。","04600:430","
时间停止，那里存在的只有我和她。

时间停止了，在那里存在的只有我和她。"
"01a_04600.bin.json:431","04600:431","在难以分享的两个人的心中——朱的眼睛已经不需要了。","04600:431","
在难以分享的两个人的心中——朱的眼睛已经不需要了。

难以分辩的两个人的心——已经不需要朱红色的眼睛了。"
"01a_04600.bin.json:432","04600:432","因为她那更加真实的心情，就像拿在手上可以触摸到一样真切。","04600:432","
因为她那更加真实的心情，就像拿在手上可以触摸到一样真切。

因为我确实能用手去触摸全新的正直心情。"
"01a_04600.bin.json:433","04600:433","无法用任何颜色表达的爱。","04600:433","
无法用任何颜色表达的爱。

无法表现出任何颜色的爱。"
"01a_04600.bin.json:434","04600:434","神田爱丽丝和佐和良义宝珠只是可爱地拥抱着两人之间的颜色。","04600:434","
神田爱丽丝和佐和良义宝珠只是可爱地拥抱着两人之间的颜色。

神田爱丽丝和佐和良义宝珠，只是满怀爱意地拥抱着两人之间的那抹颜色。"
"01a_04600.bin.json:435","04600:435","那一定会一直持续下去吧。","04600:435","
那个一定会一直持续下去的吧。

那一定会一直持续下去吧。"
"01a_04600.bin.json:436","04600:436","只有那个是确实的——","04600:436","
只有那个是确实的——

只有这一点是确定的——"
